Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
29/90,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that ControlLoopStart has not previously been active; or that the most recent system history shows no instance where ControlLoopStart was active immediately after a period when it was inactive; and that prior to this point the system continuously maintained a state where MonitorBayAreaTemperature and SendBayAreaTemperatureData were both operating correctly until the moment when ControlLoopStart became active following a period of inactivity.    In practical terms; for an automated drone control system; this means that after each control loop finishes; the drone must not restart the control loop unless it has properly completed all temperature monitoring and data transmission tasks for the bay area; and there must be no overlapping or premature restarts of the control loop.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorBayAreaTemperature & SendBayAreaTemperatureData)) S ((! (MonitorBayAreaTemperature & SendBayAreaTemperatureData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),O(ControlLoopFinish → (¬O(ControlLoopStart) ∨ H((¬ControlLoopStart S (MonitorBayAreaTemperature ∧ SendBayAreaTemperatureData ∧ Y¬ControlLoopStart))))),False
30/91,When the aircraft exits SimulationMode after previously being in SimulationMode the system shall ensure that SimulationDataSaved remains false continuously up to that transition or that EvaluateControllerPerformance remains false continuously up to that transition unless SimulationDataSaved has already been completed. This requirement ensures that whenever the aircraft leaves SimulationMode the controller performance evaluation does not begin until the simulation data has been properly saved.,((O (((! SimulationMode) & (Y SimulationMode)) & (Y (H (! ((! SimulationMode) & (Y SimulationMode))))))) -> (((! SimulationDataSaved) S ((! SimulationDataSaved) & (((! SimulationMode) & (Y SimulationMode)) & (Y (H (! ((! SimulationMode) & (Y SimulationMode)))))))) | (! ((! EvaluateControllerPerformance) S ((! EvaluateControllerPerformance) & (SimulationDataSaved & ((Y (! SimulationDataSaved)) | (((! SimulationMode) & (Y SimulationMode)) & (Y (H (! ((! SimulationMode) & (Y SimulationMode))))))))))))),((Y SimulationMode) ∧ ¬SimulationMode) → ((H ¬SimulationDataSaved) ∨ (¬SimulationDataSaved S ¬EvaluateControllerPerformance)),True
30/92,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that either ControlLoopStart has never occurred before; or that the previous cycle completed correctly such that ControlLoopStart did not immediately follow another ControlLoopStart without a proper finish; and that before the most recent ControlLoopStart the functions MonitorVoltageBusConsumption and SendVoltageBusConsumptionData were both active and consistent with the expected control sequence.    In practical terms; for an autonomous drone flight controller; this means that after each ControlLoopFinish event; the control software must confirm that no overlapping control loops were started; and that voltage bus monitoring and data transmission were properly running before the next control loop began.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorVoltageBusConsumption & SendVoltageBusConsumptionData)) S ((! (MonitorVoltageBusConsumption & SendVoltageBusConsumptionData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ ( (O(ControlLoopStart) ∧ H( ControlLoopStart → Y(ControlLoopFinish) )) ∧ O( (MonitorVoltageBusConsumption ∧ SendVoltageBusConsumptionData) S ControlLoopStart ) ) ) ),False
31/93,At all times when MonitoringEnabled is active the system shall ensure that MonitorCommunicationQuality is performed.,(H (MonitoringEnabled -> MonitorCommunicationQuality)),H ( MonitoringEnabled → MonitorCommunicationQuality ),True
31/94,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that ControlLoopStart has not previously been active; or that the most recent ControlLoopStart was the first such event following a period with no ControlLoopStart activity. In addition; before this ControlLoopStart; the system shall have continuously maintained a condition where MonitorAccelerometerData and SendAccelerometerData were not both active; until the moment when ControlLoopStart became active after a period with no ControlLoopStart.    In practical terms; for an autonomous drone flight controller; this means that each time the control loop finishes; the software must confirm that the next control loop start occurs only after a proper idle period and that during the lead-up to that start; accelerometer monitoring and data transmission were not simultaneously active.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorAccelerometerData & SendAccelerometerData)) S ((! (MonitorAccelerometerData & SendAccelerometerData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),O(ControlLoopFinish → ((¬O(ControlLoopStart)) ∨ ((ControlLoopStart) ∧ (¬ControlLoopStart S (¬(MonitorAccelerometerData ∧ SendAccelerometerData) ∧ ¬ControlLoopStart))))),False
31/95,Requirement:   Whenever ControlLoopFinish occurs; the system shall ensure that either ControlLoopStart has never occurred before; or that the most recent ControlLoopStart marks the beginning of a new control cycle in which the internal temperature monitoring and data transmission functions (MonitorInternalTemperature and SendInternalTemperatureData) have been continuously active from that ControlLoopStart until ControlLoopFinish. This requirement applies to the control software of the autonomous drone’s flight stabilization system to guarantee that each control loop completes only after valid temperature monitoring and reporting have been maintained throughout the loop.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorInternalTemperature & SendInternalTemperatureData)) S ((! (MonitorInternalTemperature & SendInternalTemperatureData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ ( (MonitorInternalTemperature ∧ SendInternalTemperatureData) S ControlLoopStart ) ) ),False
31/96,The system shall ensure that ControlLoopFinish has never occurred before or that whenever ControlLoopFinish occurs after a previous period when it was not active the functions CollectHardwareExecutionTimes and AssessHardwareTimePerformance shall have been continuously active up to that point.    In practical terms for an autonomous drone this means that before the control loop is marked as finished the drone must have been collecting hardware execution times and assessing hardware time performance without interruption since the last time the control loop was inactive.,((H (! ControlLoopFinish)) | (! ((! (CollectHardwareExecutionTimes & AssessHardwareTimePerformance)) S ((! (CollectHardwareExecutionTimes & AssessHardwareTimePerformance)) & (ControlLoopFinish & (Z (! ControlLoopFinish))))))),(H ¬ControlLoopFinish) ∨ H((¬ControlLoopFinish S (¬ControlLoopFinish ∧ (CollectHardwareExecutionTimes ∧ AssessHardwareTimePerformance)))),False
32/97,When the aircraft exits SimulationMode after previously being in SimulationMode the system shall ensure that SimulationDataSaved remains false until the moment of this transition or that EvaluateControllerPerformance remains false until SimulationDataSaved becomes true or until the transition out of SimulationMode occurs. This requirement ensures that data saving and performance evaluation are properly sequenced whenever the aircraft switches from simulation to real operation.,((O (((! SimulationMode) & (Y SimulationMode)) & (Y (H (! ((! SimulationMode) & (Y SimulationMode))))))) -> (((! SimulationDataSaved) S ((! SimulationDataSaved) & (((! SimulationMode) & (Y SimulationMode)) & (Y (H (! ((! SimulationMode) & (Y SimulationMode)))))))) | (! ((! EvaluateControllerPerformance) S ((! EvaluateControllerPerformance) & (SimulationDataSaved & ((Y (! SimulationDataSaved)) | (((! SimulationMode) & (Y SimulationMode)) & (Y (H (! ((! SimulationMode) & (Y SimulationMode))))))))))))),((Y SimulationMode ∧ ¬SimulationMode) → ((¬SimulationDataSaved) S (Y SimulationMode ∧ ¬SimulationMode) ∨ (¬EvaluateControllerPerformance) S (SimulationDataSaved ∨ (Y SimulationMode ∧ ¬SimulationMode)))),True
32/98,At all times the aircraft shall ensure that when AutonomousFlightMode is active both JetsonControl and JetsonControlDisplay are active when RemoteControlFlightMode is active both NucleoControl and NucleoControlDisplay are active and when FailsafeFlightMode is active both NucleoControl and NucleoControlDisplay are active.,(H (((AutonomousFlightMode -> (JetsonControl & JetsonControlDisplay)) & (RemoteControlFlightMode -> (NulceoControl & NucleoControlDisplay))) & (FailsafeFlightMode -> (NucleoControl & NucleoControlDisplay)))),H((AutonomousFlightMode → (JetsonControl ∧ JetsonControlDisplay)) ∧ (RemoteControlFlightMode → (NucleoControl ∧ NucleoControlDisplay)) ∧ (FailsafeFlightMode → (NucleoControl ∧ NucleoControlDisplay))),False
32/99,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that either ControlLoopStart has never occurred before; or that the previous cycle ended correctly such that ControlLoopStart did not immediately follow another ControlLoopStart; and that before the most recent ControlLoopStart the functions MonitorTiltAngles and SendTiltAngleData were continuously active until that start.    Example context:   In an autonomous drone flight controller; after each ControlLoopFinish; the control software shall confirm that no overlapping control loop was started and that the tilt monitoring and data transmission processes were running without interruption up to the point when the next control loop began.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorTiltAngles & SendTiltAngleData)) S ((! (MonitorTiltAngles & SendTiltAngleData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ ( (Y(ControlLoopStart) → ¬Y(Y(ControlLoopStart))) ∧ (MonitorTiltAngles S ControlLoopStart) ∧ (SendTiltAngleData S ControlLoopStart) ) ) ),False
32/100,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that either ControlLoopStart has never occurred before; or that the previous cycle completed correctly. Specifically; if ControlLoopStart was active in the past; then the system shall confirm that no overlapping ControlLoopStart events occurred and that before each new ControlLoopStart; the functions MonitorPropellerRPM and SendPropellerRPMData were both continuously active until the previous control loop had fully ended.    In other words; for the drone’s flight control software; every time a control loop finishes; the software must verify that the previous loop was properly closed and that propeller RPM monitoring and data transmission were maintained without interruption between control cycles.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorPropellerRPM & SendPropellerRPMData)) S ((! (MonitorPropellerRPM & SendPropellerRPMData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ H( (ControlLoopStart S (ControlLoopFinish ∧ H(MonitorPropellerRPM ∧ SendPropellerRPMData))) ) ) ),False
